Obesity(%),Unemployment,Meningitis,Alzheimers Disease and Other Dementias,Parkinsons Disease,Nutritional Deficiencies,Malaria,Drowning,Interpersonal Violence,Maternal Disorders,HIV/AIDS,Drug Use Disorders,Tuberculosis,Cardiovascular Diseases,Lower Respiratory Infections,Neonatal Disorders,Alcohol Use Disorders,Self-harm,Exposure to Forces of Nature,Diarrheal Diseases,Environmental Heat and Cold Exposure,Neoplasms,Conflict and Terrorism,Diabetes Mellitus,Chronic Kidney Disease,Poisonings,Protein-Energy Malnutrition,Road Injuries,Chronic Respiratory Diseases,Cirrhosis and Other Chronic Liver Diseases,Digestive Diseases,"Fire, Heat, and Hot Substances",Acute Hepatitis,Total,GDP,GDP/cap,Elect(lib),CO2/cap,Total alcohol per capita(L),Population,id_Country,id_Year,id_Mortality
16.4,11.2,121,6649,1664,235,0,377,611,27,1107,548,195,75001,6945,1133,743,4223,8,73,139,56088,1,4796,2953,177,175,4014,9995,3231,7529,419,15,189192,592388000000.0,20879.84833,0.826,16.359691,0.0,28224410.0,26,2,652
17.0,11.38,132,6785,1746,245,0,379,562,25,1215,611,196,76383,7239,1147,761,4334,6,81,144,57495,0,5138,3135,177,182,3939,10493,3334,7747,413,15,194059,577171000000.0,20121.16125,0.825,16.196069,0.0,28547964.0,26,3,653
17.6,10.4,119,6948,1816,257,0,372,560,25,1285,650,192,76928,7465,1155,780,4366,8,89,147,58360,1,5414,3280,172,192,3801,10835,3390,7890,399,15,196911,578139000000.0,19935.38146,0.831,16.518519,0.0,28860734.0,26,4,654
18.2,9.49,108,7167,1897,267,0,371,486,25,1610,671,192,77554,7670,1116,788,4412,14,101,149,59509,2,5696,3424,162,200,3708,11225,3445,8023,389,15,200396,604032000000.0,20613.78788,0.831,16.776937,0.0,29164153.0,26,5,655
18.8,9.62,103,7423,1978,277,0,358,497,26,1238,701,188,77759,7791,1039,803,4438,19,119,148,60279,0,5933,3551,155,210,3600,11526,3470,8116,376,15,202136,628546000000.0,21227.34753,0.835,17.149197,0.0,29457820.0,26,6,656
19.5,9.1,111,7685,2067,289,0,348,419,29,663,741,185,77859,7908,987,816,4437,13,145,146,61052,0,6196,3659,150,220,3537,11866,3497,8245,370,14,203654,654987000000.0,21901.56285,0.836,17.462915,0.0,29742378.0,26,7,657
20.1,8.28,99,7970,2167,300,0,344,439,22,513,810,178,77758,7922,946,841,4429,48,189,143,62095,2,6470,3810,144,230,3450,12217,3571,8419,355,14,205895,634000000000.0,21024.58507,0.836,17.570172,0.0,30022078.0,26,8,658
20.8,7.58,113,8266,2253,309,0,338,423,16,431,860,176,76963,7573,931,860,4461,21,251,138,62822,7,6770,3927,140,240,3397,12398,3602,8492,349,14,206541,678412000000.0,22315.24667,0.836,17.896966,0.0,30302511.0,26,9,659
21.5,6.83,113,8587,2339,318,0,323,426,18,563,902,170,75825,6724,926,896,4356,14,372,129,63646,0,7081,4092,128,253,3287,12447,3625,8591,333,15,206499,744773000000.0,24271.00206,0.836,18.469011,0.0,30588379.0,26,10,660
22.1,7.22,116,8938,2444,329,0,318,439,28,479,942,167,75174,6355,956,925,4349,20,496,129,64211,7,7404,4233,122,263,3218,12584,3701,8770,325,15,207457,738982000000.0,23822.06012,0.832,18.023474,0.0,30880072.0,26,11,661
22.8,7.66,109,9294,2565,339,0,316,445,22,464,990,162,75056,6190,975,952,4333,7,645,131,65032,1,7767,4403,123,273,3196,12813,3813,9041,316,16,209789,760649000000.0,24255.33858,0.824,18.00791,0.0,31178260.0,26,12,662
23.4,7.57,110,9590,2658,342,0,306,433,27,473,1026,154,74094,6125,997,958,4342,23,825,129,66785,0,7909,4520,125,276,3144,12979,3892,9227,306,15,211790,895541000000.0,28300.4631,0.824,18.384422,0.0,31488046.0,26,13,663
24.0,7.19,100,9893,2732,341,0,299,480,25,456,1069,144,72573,6143,1011,972,4277,3,1024,125,68084,3,7904,4634,123,278,3079,13055,3919,9345,303,14,212408,1026690000000.0,32143.68141,0.824,18.162386,0.0,31815490.0,26,14,664
24.6,6.76,99,10257,2818,340,0,301,553,32,499,1135,142,71571,6174,1049,982,4301,7,1180,124,69538,4,7880,4784,123,278,3060,13245,4005,9567,300,14,214362,1173110000000.0,36382.50792,0.825,17.837569,0.0,32164313.0,26,15,665
25.2,6.32,100,10633,2889,332,0,298,546,31,471,1186,138,70140,6121,1056,1005,4267,10,1316,120,70821,36,7628,4891,123,273,2969,13288,4052,9695,295,14,214744,1319260000000.0,40504.06073,0.831,17.473665,0.0,32536994.0,26,16,666
25.8,6.04,99,10999,2987,328,0,293,538,28,448,1254,134,69792,6215,1098,1034,4318,18,1469,119,72965,30,7482,5054,127,272,2898,13620,4196,9985,298,13,218111,1468820000000.0,44659.89514,0.831,18.060601,0.0,32930795.0,26,17,667
26.4,6.14,98,11370,3077,323,0,291,604,32,415,1312,129,69253,6288,1107,1065,4359,21,1581,117,74584,32,7270,5202,127,270,2776,13880,4292,10155,301,12,220343,1552990000000.0,46710.50558,0.829,17.356522,0.0,33337638.0,26,18,668
27.0,8.34,96,11709,3137,314,0,286,557,30,364,1372,121,68335,6366,1089,1092,4419,14,1690,114,75628,32,6948,5298,128,263,2657,14017,4356,10246,294,12,220984,1374630000000.0,40876.31015,0.829,16.192443,0.0,33746093.0,26,19,669
27.6,8.06,95,12160,3215,308,0,285,613,27,330,1428,121,68029,6473,1097,1128,4442,11,1782,117,76141,16,6697,5512,127,261,2555,14272,4435,10392,288,12,222369,1617340000000.0,47562.08343,0.829,16.387061,10.1,34147566.0,26,20,670
28.2,7.51,88,12560,3282,298,0,280,603,23,302,1501,119,67580,6674,1072,1168,4426,19,1810,116,77371,0,6362,5732,125,253,2443,14497,4507,10516,278,12,224017,1793330000000.0,52223.69611,0.814,16.520857,0.0,34539156.0,26,21,671
28.8,7.29,85,13008,3368,288,0,287,605,26,277,1602,121,68155,6928,1072,1202,4547,6,1801,117,79147,1,6186,5974,128,244,2407,14869,4660,10780,277,11,228179,1828370000000.0,52669.08996,0.807,16.379141,0.0,34922031.0,26,22,672
29.4,7.07,87,13442,3449,282,0,285,569,26,233,1709,124,68846,7281,1098,1247,4625,6,1724,142,80681,0,6006,6200,130,241,2370,15300,4781,11021,283,11,232199,1846600000000.0,52635.17496,0.81,16.330663,0.0,35296535.0,26,23,673
30.1,6.91,89,13911,3551,283,0,285,560,27,273,1856,128,70379,7635,1050,1291,4756,11,1688,121,82675,7,6000,6454,134,241,2354,15801,4941,11355,293,11,238160,1805750000000.0,50955.99832,0.81,16.095071,0.0,35664338.0,26,24,674
30.7,6.91,89,14402,3617,292,0,292,580,29,272,2022,132,71553,8008,1021,1321,4834,8,1661,120,83590,0,6065,6607,132,250,2365,16221,5037,11568,286,11,242385,1556510000000.0,43596.13554,0.813,16.072321,8.88,36026668.0,26,25,675
31.3,7.0,89,15138,3687,306,0,298,595,28,269,2167,133,73558,8185,1002,1326,4873,0,1652,123,84988,2,6347,6730,135,262,2436,16535,5097,11779,293,11,248044,1527990000000.0,42315.60371,0.833,15.521199,0.0,36382942.0,26,26,676
2.4,5.62,941,90,32,923,2307,259,205,668,3433,6,5643,4491,5049,4071,38,395,0,7291,33,1702,3,579,373,110,884,1497,1095,759,1444,124,132,44577,1377375031.0,478.5032764,0.252,0.065743,0.0,2878507.0,27,1,677
2.5,5.69,947,90,32,928,2435,260,207,649,5030,6,5749,4477,5159,4157,38,398,0,7370,33,1706,4,582,377,110,891,1513,1096,759,1451,125,131,46710,1411917558.0,477.1223243,0.292,0.06491,0.0,2959236.0,27,2,678
2.5,5.72,939,91,33,949,2606,265,217,699,6693,6,6018,4570,5332,4244,39,412,0,7520,35,1753,4,597,390,113,910,1585,1122,772,1482,128,132,49656,1278781167.0,419.8027038,0.349,0.064049,0.0,3046148.0,27,3,679
2.6,5.72,842,91,34,967,2776,270,220,719,8276,6,6206,4646,5461,4319,40,422,0,7594,35,1789,2,612,400,115,929,1636,1142,784,1507,130,133,52103,851174350.6,271.5054976,0.359,0.065514,0.0,3135017.0,27,4,680
2.7,5.7,851,92,34,990,2972,272,220,723,9662,7,6315,4710,5560,4411,41,426,0,7591,36,1816,0,626,407,117,952,1676,1158,791,1524,132,133,54245,1115389732.0,346.1081962,0.359,0.063737,0.0,3222662.0,27,5,681
2.9,5.74,905,94,35,1033,3266,281,229,775,10815,7,6575,4846,5713,4528,42,444,7,7574,37,1873,56,649,425,121,994,1798,1192,816,1574,137,139,56980,1007791186.0,304.6310755,0.359,0.06318,0.0,3308235.0,27,6,682
3.0,5.76,898,96,36,1071,3516,284,230,782,11712,7,6684,4894,5808,4637,43,448,0,7602,37,1887,140,662,433,123,1032,1868,1203,824,1590,139,142,58828,937741468.0,276.4215961,0.359,0.062506,0.0,3392432.0,27,7,683
3.1,5.71,979,99,37,1125,3793,291,240,825,12346,8,6898,4975,5927,4747,43,460,0,7532,38,1922,6,680,447,126,1085,2004,1222,844,1629,142,146,60616,967338348.7,278.3319015,0.358,0.061839,0.0,3475485.0,27,8,684
3.2,5.68,1186,101,37,1196,4135,297,246,864,12746,8,7114,5051,6065,4857,44,470,0,7523,39,1957,7,702,463,130,1155,2165,1241,863,1667,146,151,62626,999477510.7,280.9084242,0.348,0.063149,0.0,3558019.0,27,9,685
3.3,5.61,1005,103,38,1246,4434,295,244,859,12950,8,7197,5066,6091,4963,44,467,0,7445,39,1958,9,715,470,130,1206,2234,1242,866,1675,147,152,63298,916777282.7,251.832764,0.345,0.06238,3.68,3640421.0,27,10,686
3.4,5.69,1332,106,38,1293,4684,299,249,873,12991,8,7346,5110,6104,5072,45,472,3,7424,39,1980,265,732,481,132,1253,2310,1252,874,1694,148,155,64764,932648604.4,250.5761943,0.345,0.06385,0.0,3722016.0,27,11,687
3.6,5.8,1116,109,39,1347,5037,302,258,907,12945,8,7532,5182,6119,5186,46,483,0,7401,40,2017,296,752,494,134,1307,2408,1271,889,1723,152,158,65658,996068145.6,261.9764205,0.345,0.061523,0.0,3802129.0,27,12,688
3.7,5.81,1076,111,40,1398,5471,305,263,924,12836,9,7640,5243,6112,5316,46,489,0,7337,40,2044,34,769,504,136,1358,2474,1286,898,1743,153,159,66214,1142315522.0,294.3213277,0.248,0.055504,0.0,3881185.0,27,13,689
3.9,5.72,1070,114,41,1440,5856,307,268,936,12618,9,7718,5314,6125,5442,47,495,3,7297,41,2072,75,785,513,138,1401,2527,1301,906,1760,155,158,66932,1272360517.0,321.3126541,0.223,0.053422,0.0,3959883.0,27,14,690
4.0,5.7,1113,116,41,1471,6054,311,273,948,12237,9,7852,5382,6175,5545,48,502,1,7259,41,2098,8,799,520,140,1431,2582,1316,916,1780,157,158,67283,1337894380.0,331.2948211,0.24,0.051362,3.62,4038380.0,27,15,691
4.2,5.66,1183,119,42,1550,6361,331,282,960,11722,9,8103,5467,6392,5621,49,512,0,7554,42,2139,222,815,533,146,1510,2704,1340,926,1813,164,153,68764,1461859763.0,354.986192,0.341,0.052899,0.0,4118075.0,27,16,692
4.4,5.61,1320,122,43,1577,6427,339,289,950,11057,10,8164,5542,6462,5707,50,517,1,7632,42,2166,271,827,539,148,1538,2754,1351,929,1830,167,139,68910,1699811293.0,404.909403,0.341,0.052755,0.0,4198004.0,27,17,693
4.5,5.47,1199,125,43,1584,6204,340,286,923,10093,10,8153,5619,6475,5807,50,517,0,7718,42,2180,123,836,543,149,1546,2764,1357,926,1838,168,123,67741,1993407887.0,466.4723203,0.341,0.036909,0.0,4273368.0,27,18,694
4.7,5.49,1179,128,44,1601,5933,347,297,928,9460,10,8273,5758,6545,5904,51,531,4,7866,43,2229,322,856,557,152,1563,2839,1379,938,1873,172,116,67898,2067381664.0,476.6162628,0.341,0.035319,0.0,4337623.0,27,19,695
4.9,5.67,1269,132,45,1612,5689,355,317,970,9369,11,8445,5976,6593,5993,53,556,3,8000,45,2310,308,886,579,156,1574,2973,1415,968,1937,176,116,68831,2142591376.0,488.4217358,0.344,0.036168,3.98,4386765.0,27,20,696
5.1,5.61,1135,135,46,1584,5381,349,389,986,9392,11,8480,6146,6478,6000,55,573,1,8102,45,2373,171,908,593,157,1545,3029,1437,991,1983,177,118,68770,2437982840.0,551.7497219,0.321,0.039489,0.0,4418639.0,27,21,697
5.3,5.55,1064,138,47,1548,5161,343,319,941,9345,12,8365,6252,6324,5853,56,571,0,8075,44,2402,185,918,595,156,1510,2985,1442,998,1995,175,117,67936,2510126699.0,565.8012071,0.319,0.039915,0.0,4436411.0,27,22,698
5.6,5.52,1104,140,48,1527,5009,340,697,941,9151,12,8507,6402,6311,5685,57,580,0,8153,45,2442,4169,935,605,157,1489,3001,1467,1013,2028,175,119,72309,1691544192.0,380.2979111,0.275,0.024414,0.0,4447945.0,27,23,699
5.8,5.53,1083,142,48,1476,4829,331,1405,909,8517,12,8548,6506,6207,5583,57,579,0,8278,44,2458,4526,944,609,155,1438,2957,1479,1018,2042,172,119,72471,1894813505.0,424.4491317,0.285,0.02596,0.0,4464171.0,27,24,700
6.1,5.61,977,145,49,1416,4704,321,602,889,7578,12,8584,6673,6068,5551,58,584,1,8469,45,2478,701,953,614,154,1379,2949,1492,1027,2064,170,119,66826,1695825708.0,377.4229177,0.285,0.037253,2.43,4493171.0,27,25,701
6.3,5.65,958,148,49,1360,4479,313,550,872,6764,13,8614,6796,5952,5498,59,595,0,8684,45,2513,761,966,622,154,1325,2964,1509,1048,2105,169,121,66006,1825018191.0,402.1916451,0.4,0.040344,0.0,4537683.0,27,26,702
1.6,0.68,2536,396,108,5539,5159,404,333,1308,1045,5,4650,7407,12772,9680,40,356,39,18860,54,2645,135,685,924,173,5441,1115,1867,1434,2649,239,317,88315,1877138042.0,304.8744725,0.171,0.06367,0.0,6157085.0,28,1,703
1.7,0.68,2795,407,111,5488,5362,412,354,1355,1440,5,4780,7577,13081,9790,41,375,0,17834,57,2726,1360,716,952,181,5391,1163,1879,1479,2737,247,329,90424,1881847677.0,296.0396966,0.177,0.064526,0.0,6356741.0,28,2,704
1.7,0.7,2943,417,114,5484,5590,419,385,1442,1906,5,5003,7787,13504,9955,43,399,0,18184,61,2812,313,753,984,191,5388,1223,1899,1527,2836,258,344,92169,1463251055.0,222.9231832,0.177,0.062503,0.0,6563925.0,28,3,705
1.8,0.69,2781,426,117,5421,5758,438,396,1458,2425,5,5151,7942,13902,10105,44,410,0,18515,64,2864,522,787,1000,198,5327,1250,1896,1556,2898,265,351,94272,1179837955.0,173.9902724,0.177,0.061687,0.0,6781057.0,28,4,706
1.9,0.72,2878,436,119,5464,5986,442,414,1540,2979,6,5284,8102,14321,10356,45,427,2,18790,67,2924,53,824,1018,206,5371,1291,1892,1590,2972,275,363,96437,1445919970.0,206.2606526,0.177,0.061165,0.0,7010159.0,28,5,707
2.0,0.73,3128,448,123,5530,6300,459,453,1693,3548,6,5594,8416,14907,10613,48,467,0,19317,73,3051,5,882,1060,219,5435,1384,1924,1663,3120,291,384,100541,1607345450.0,221.6730401,0.195,0.060555,0.0,7250974.0,28,6,708
2.1,0.75,3271,456,126,5508,6550,477,489,1824,4117,6,5906,8638,15485,10798,50,507,0,20271,78,3147,242,932,1091,231,5413,1457,1936,1714,3233,304,399,104656,1544689503.0,205.8626958,0.206,0.060486,0.0,7503494.0,28,7,709
2.2,0.76,4050,462,128,5495,6796,487,521,1943,4665,6,6229,8822,16092,10941,52,545,0,20681,84,3229,229,978,1115,242,5399,1525,1940,1751,3325,318,412,108462,1744794457.0,224.5537395,0.286,0.059885,0.0,7770053.0,28,8,710
2.3,0.79,3666,467,129,5456,6990,502,550,2045,5174,7,6544,9024,16640,11061,53,583,0,21306,89,3319,437,1023,1137,252,5359,1594,1953,1791,3417,331,428,111327,1534673583.0,190.5590719,0.286,0.059675,0.0,8053532.0,28,9,711
2.4,0.81,3721,473,132,5222,7098,510,646,2103,5642,7,6827,9185,17274,11162,54,609,0,22373,93,3394,1012,1053,1158,261,5125,1647,1975,1818,3470,342,471,114857,1388506727.0,166.1757089,0.286,0.059003,4.34,8355654.0,28,10,712
2.5,0.81,4150,477,134,4799,6869,514,599,2144,6034,7,7024,9379,17659,11256,56,634,100,23919,96,3505,263,1085,1184,268,4704,1696,2013,1865,3531,350,541,116855,1710843361.0,197.1460821,0.283,0.058787,0.0,8678049.0,28,11,713
2.6,0.83,3935,484,138,4561,6085,518,619,2220,6404,7,7198,9637,18088,11479,57,657,0,25099,98,3628,369,1123,1215,275,4465,1737,2061,1907,3586,358,607,118615,1997005787.0,221.4165369,0.282,0.057623,0.0,9019226.0,28,12,714
2.7,0.84,4065,489,141,4327,6115,523,654,2363,6685,7,7363,9895,18276,11775,59,690,0,26107,102,3770,37,1162,1253,282,4232,1802,2110,1966,3668,365,668,120951,2742815195.0,292.6008802,0.282,0.080879,0.0,9373913.0,28,13,715
2.8,0.84,4068,496,145,4075,5876,515,667,2386,6819,7,7326,10053,18151,12005,60,706,0,26817,103,3888,176,1189,1273,282,3981,1817,2134,2002,3708,365,704,121794,4422855929.0,454.3363652,0.284,0.077751,0.0,9734761.0,28,14,716
3.0,0.87,4059,503,147,3841,6131,514,689,2431,6799,7,7222,10116,17903,12220,61,719,0,26961,104,3986,417,1206,1288,281,3750,1837,2140,2035,3742,365,729,122203,6649307057.0,658.566973,0.281,0.076539,4.62,10096630.0,28,15,717
3.1,0.91,4228,513,150,3782,6754,525,922,2446,6455,8,7219,10295,18242,12496,62,733,52,28050,106,4116,2368,1235,1318,291,3691,1899,2175,2081,3815,376,744,127147,7428701809.0,710.3963987,0.282,0.076351,0.0,10457122.0,28,16,718
3.2,0.93,4355,520,153,3718,7343,562,870,2541,6037,8,7281,10543,18597,12866,64,759,29,29087,110,4284,378,1273,1361,303,3627,1992,2225,2146,3926,392,727,128077,8650138069.0,799.603742,0.279,0.079617,0.0,10818031.0,28,17,719
3.4,0.94,4398,532,159,3573,7664,557,764,2615,5313,8,7243,10823,18664,13233,66,779,0,29380,112,4437,1057,1314,1398,309,3483,2040,2274,2196,4014,399,672,129476,10393834721.0,929.3827519,0.282,0.090125,0.0,11183589.0,28,18,720
3.5,0.96,4364,543,164,3447,7952,567,789,2649,4586,9,7189,11110,18735,13669,69,796,6,29744,114,4596,138,1355,1439,314,3359,2082,2324,2243,4098,407,619,129476,9290728773.0,803.6863884,0.281,0.09434,0.0,11560142.0,28,19,721
3.7,0.96,4419,554,169,3326,7754,578,826,2763,4461,9,7137,11362,18742,14022,71,823,24,30223,117,4766,37,1394,1482,320,3238,2149,2369,2311,4212,416,583,130657,10668102735.0,892.5688697,0.283,0.097339,6.58,11952134.0,28,20,722
3.9,1.0,4420,567,173,3188,7226,570,847,2828,4669,10,7097,11628,18685,14397,73,839,0,30284,118,4926,15,1434,1516,322,3102,2179,2413,2374,4308,419,549,131176,12172309523.0,984.7361305,0.284,0.104767,0.0,12360986.0,28,21,723
4.0,1.01,4353,581,177,3056,6773,572,875,2895,4905,10,7055,11902,18644,14764,75,850,20,29664,119,5083,17,1468,1546,325,2972,2213,2452,2442,4412,422,519,131161,12367363678.0,967.3529488,0.282,0.09988,0.0,12784748.0,28,22,724
4.2,1.03,4403,595,180,3003,6526,588,915,2939,5158,11,7066,12093,18941,15132,76,856,0,30086,122,5229,42,1492,1574,333,2918,2312,2485,2502,4514,433,497,133021,12953535496.0,979.8117426,0.278,0.112353,0.0,13220433.0,28,23,725
4.4,1.05,4379,614,186,2865,6219,589,960,2996,5243,11,7048,12305,18889,15488,78,867,0,29851,123,5382,53,1524,1610,333,2783,2341,2521,2562,4612,435,471,133338,13940768066.0,1020.287979,0.275,0.135552,0.0,13663562.0,28,24,726
4.6,1.07,4451,628,189,2796,6416,602,992,3011,4788,12,7043,12638,19109,15805,80,879,0,30485,126,5530,543,1550,1646,340,2714,2357,2552,2616,4708,445,452,135503,10950392220.0,776.0197523,0.281,0.119153,1.45,14110971.0,28,25,727
4.8,1.1,4476,644,193,2698,6617,601,1038,3061,4714,12,7029,12897,19127,16177,82,903,0,30674,127,5697,41,1588,1685,343,2617,2404,2595,2683,4817,450,434,136424,10097778354.0,693.4497674,0.282,0.138113,0.0,14561658.0,28,26,728
15.9,5.23,259,1389,448,188,0,489,1107,130,103,10,873,21594,6181,1608,271,2449,223,352,55,16573,16,1548,1356,62,174,2075,2757,3652,5695,545,19,72201,37834793730.0,2803.562714,0.824,2.282114,0.0,13495255.0,29,1,729
16.3,4.35,255,1461,462,189,0,499,1013,114,144,9,803,21228,6187,1538,266,2385,0,318,52,16715,12,1607,1393,60,175,2111,2760,3457,5498,507,15,71233,45964327559.0,3350.214089,0.824,2.320248,0.0,13719818.0,29,2,730
16.8,4.49,250,1545,484,206,0,530,932,115,200,10,776,21331,6364,1397,278,2411,120,293,54,17216,0,1716,1460,61,191,2205,2818,3508,5581,491,13,72556,49297773130.0,3535.17436,0.823,2.425519,0.0,13944934.0,29,3,731
17.2,5.87,242,1630,498,224,0,555,883,97,287,10,752,21261,6453,1266,301,2372,3,279,56,17675,0,1816,1522,63,209,2282,2823,3672,5764,477,12,73484,57008425296.0,4024.215228,0.861,2.640035,0.0,14166346.0,29,4,732
17.7,4.7,233,1725,527,252,0,586,878,101,326,11,748,21582,6737,1184,326,2364,30,280,99,18347,1,1933,1627,62,237,2361,2901,3877,6021,468,10,75834,73447063319.0,5107.277513,0.861,2.848912,0.0,14380864.0,29,5,733
18.2,7.41,208,1820,558,292,0,601,853,84,390,12,730,21842,6842,1131,356,2306,0,278,57,18836,2,1996,1757,63,276,2425,2997,3973,6143,454,9,77291,78574385336.0,5386.467985,0.861,3.257582,0.0,14587367.0,29,6,734
18.7,7.14,199,1911,569,323,0,600,831,81,446,14,688,21573,6534,1050,392,2190,33,271,51,18970,0,1926,1911,59,306,2416,3089,3911,6068,451,9,76872,85728899954.0,5797.888802,0.861,3.74314,0.0,14786227.0,29,7,735
19.3,7.31,205,2009,595,402,0,592,849,73,436,15,659,21895,6204,1095,412,2106,4,272,48,19363,0,1965,2099,54,386,2376,3322,3887,6062,389,8,77782,81995304456.0,5474.479217,0.863,3.78662,0.0,14977736.0,29,8,736
19.8,11.16,200,2103,624,456,0,586,826,73,525,16,645,22245,5852,1053,442,2016,0,271,44,19831,1,2050,2267,54,437,2349,3556,3866,6071,366,6,78831,75596103237.0,4985.629188,0.859,4.012159,0.0,15162801.0,29,9,737
20.3,10.49,191,2179,633,475,0,580,775,66,518,19,625,21981,5000,959,508,1917,16,262,43,20025,1,2105,2381,52,457,2381,3671,3874,6073,364,7,78138,78249883996.0,5100.254133,0.88,3.784281,7.74,15342350.0,29,10,738
20.8,10.39,191,2278,661,495,0,591,794,57,578,23,643,22519,4561,898,545,1902,9,257,43,20607,0,2278,2591,54,475,2411,3942,4039,6288,366,6,80102,71517080041.0,4609.21396,0.88,3.385618,0.0,15516112.0,29,11,739
21.4,10.17,171,2380,684,511,0,576,780,55,474,29,634,22596,4139,802,577,1852,21,252,48,20958,0,2376,2713,54,491,2352,4068,4087,6343,356,6,80385,70294892400.0,4481.831255,0.881,3.470857,0.0,15684413.0,29,12,740
21.9,9.77,162,2500,726,544,0,569,778,48,452,32,631,23315,3945,802,580,1865,0,254,48,21575,0,2525,2920,54,522,2372,4292,4185,6498,359,6,82559,76507577235.0,4827.083378,0.881,3.459474,0.0,15849649.0,29,13,741
22.4,10.16,155,2614,766,559,0,546,792,54,428,36,620,23678,3894,862,576,1893,5,254,51,22062,0,2623,3113,53,536,2390,4507,4200,6541,350,6,84164,99079230170.0,6186.662716,0.881,3.684992,0.0,16014972.0,29,14,742
22.9,9.34,148,2702,791,570,0,512,878,57,416,38,598,23624,3732,842,568,1887,58,245,50,22312,0,2644,3226,53,546,2367,4572,4116,6455,344,5,84356,122315000000.0,7558.371754,0.88,3.766635,8.93,16182713.0,29,15,743
23.4,9.02,139,2797,815,569,0,486,860,50,438,42,579,23593,3652,848,560,1914,18,242,48,22611,0,2660,3301,52,544,2358,4626,4117,6458,343,5,84725,153840000000.0,9406.584485,0.892,3.914967,0.0,16354507.0,29,16,744
23.9,8.43,141,2908,850,579,0,469,663,48,416,47,560,23903,3726,883,551,1999,15,244,67,23081,0,2707,3421,52,555,2404,4767,4184,6560,374,5,86179,172566000000.0,10439.42846,0.892,4.284992,0.0,16530201.0,29,17,745
24.4,9.29,140,3009,867,563,0,460,769,46,412,48,527,23671,3668,874,547,2050,10,255,46,23382,0,2663,3420,50,539,2395,4753,4218,6595,350,5,86332,179663000000.0,10752.9723,0.892,4.249036,0.0,16708255.0,29,18,746
25.0,11.31,144,3161,925,578,0,460,746,57,458,52,528,24575,3834,905,543,2129,3,276,45,24500,0,2781,3597,49,552,2438,4999,4403,6884,385,5,90012,171413000000.0,10151.05852,0.889,3.914855,0.0,16886184.0,29,19,747
25.5,8.42,144,3314,988,590,0,427,797,54,451,53,521,25449,3980,857,534,2088,508,300,42,25411,0,2895,3783,44,563,2399,5264,4503,7080,470,5,93514,217105000000.0,12724.10406,0.89,4.193735,9.31,17062531.0,29,20,748
26.0,7.34,126,3443,1020,574,0,404,801,54,510,54,495,25568,3925,870,518,2031,1,320,40,25919,0,2936,3805,43,548,2354,5336,4493,7123,351,5,93667,251225000000.0,14577.63266,0.893,4.545612,0.0,17233584.0,29,21,749
26.6,6.66,133,3585,1061,556,0,383,765,58,483,57,481,25914,4026,834,510,1976,1,348,39,26528,0,2999,3954,39,529,2323,5422,4552,7251,345,5,95157,267176000000.0,15354.6184,0.893,4.591274,0.0,17400359.0,29,22,750
27.1,6.21,123,3735,1100,539,0,372,756,59,547,58,470,26372,4128,798,496,1960,4,381,39,27203,2,3100,4139,38,514,2347,5481,4658,7441,346,5,97211,277239000000.0,15777.78151,0.895,4.668028,0.0,17571511.0,29,23,751
27.7,6.66,131,3886,1131,514,0,366,839,62,539,61,450,26579,4124,834,485,1953,3,408,38,27672,1,3210,4292,36,490,2324,5550,4706,7541,369,5,98599,259405000000.0,14606.99672,0.892,4.386803,0.0,17758969.0,29,24,752
28.3,6.51,117,4061,1168,512,0,362,821,61,556,64,448,27087,4072,752,486,1963,227,423,37,28354,0,3368,4473,37,487,2314,5685,4803,7708,333,5,100784,242497000000.0,13495.01061,0.888,4.575038,9.26,17969356.0,29,25,753
28.8,6.74,115,4225,1190,506,0,356,776,57,522,66,437,27170,4065,702,481,1953,13,422,37,28698,0,3436,4579,37,483,2314,5743,4792,7746,332,5,101258,249299000000.0,13690.90746,0.888,4.658468,0.0,18209072.0,29,26,754
