Obesity(%),Unemployment,Meningitis,Alzheimers Disease and Other Dementias,Parkinsons Disease,Nutritional Deficiencies,Malaria,Drowning,Interpersonal Violence,Maternal Disorders,HIV/AIDS,Drug Use Disorders,Tuberculosis,Cardiovascular Diseases,Lower Respiratory Infections,Neonatal Disorders,Alcohol Use Disorders,Self-harm,Exposure to Forces of Nature,Diarrheal Diseases,Environmental Heat and Cold Exposure,Neoplasms,Conflict and Terrorism,Diabetes Mellitus,Chronic Kidney Disease,Poisonings,Protein-Energy Malnutrition,Road Injuries,Chronic Respiratory Diseases,Cirrhosis and Other Chronic Liver Diseases,Digestive Diseases,"Fire, Heat, and Hot Substances",Acute Hepatitis,Total,GDP,GDP/cap,Elect(lib),CO2/cap,Total alcohol per capita(L),Population,id_Country,id_Year,id_Mortality
2.3,5.57,62224,53407,26269,67671,68053,67595,44087,69323,163270,6092,490850,1812605,525259,692363,18619,195456,2051,849219,10811,601219,2269,171589,163299,5556,47214,190881,875894,230556,415019,24467,61028,8014215,1216740000000.0,1028.334772,0.722,1.140592,0.0,1183209471.0,62,17,1603
2.4,5.41,60843,56488,27779,63747,62028,67494,44464,66685,155231,6120,492343,1897232,521542,679052,19487,194152,1738,845116,10714,625818,2580,179626,168171,5573,43721,199985,913387,238390,424444,24771,60371,8159092,1198900000000.0,998.5223415,0.722,1.211135,0.0,1200669762.0,62,18,1604
2.5,5.54,58449,59418,27243,58734,58617,65811,43077,63708,142325,6216,474490,1898640,500924,663701,19473,190547,1773,802659,10732,634222,2319,177064,165221,5323,39887,202133,890411,236152,415534,24568,57677,7997048,1341890000000.0,1101.960838,0.698,1.316904,0.0,1217726217.0,62,19,1605
2.7,5.55,56658,62664,27110,55050,60236,66156,42607,62544,127159,6233,459913,1942316,485952,647679,19903,194573,994,787963,11092,657124,1640,178992,166916,5147,36850,207140,890151,240822,419021,25111,56134,8001850,1675620000000.0,1357.563727,0.688,1.351343,4.35,1234281163.0,62,20,1606
2.9,5.43,55021,67634,28597,52412,63142,66452,42195,59857,113454,6219,453408,2033996,480265,630475,20485,198645,826,791919,11366,684892,1368,191360,173423,5174,34327,213755,925689,247592,426844,25501,54483,8160776,1823050000000.0,1458.104066,0.688,1.414156,0.0,1250287939.0,62,21,1607
3.0,5.41,53433,75330,30619,51001,42686,66282,39520,55026,101377,6023,461592,2119847,480048,614052,20471,198142,335,761001,11672,707505,1074,207229,178139,4772,32879,218869,958036,247920,422871,24864,53069,8245684,1827640000000.0,1443.882435,0.674,1.539909,0.0,1265780243.0,62,22,1608
3.2,5.42,52065,84796,34226,47070,32921,63122,39234,53088,91805,6495,466722,2200623,485209,604279,20511,192867,6562,738243,12197,739345,624,218827,185457,4617,29696,213635,1013921,246916,425083,24815,47702,8382673,1856720000000.0,1449.610451,0.663,1.578007,0.0,1280842119.0,62,23,1609
3.4,5.44,48398,92895,36704,42065,45334,57974,38180,47286,79395,6625,462649,2232102,474853,578836,20125,183993,892,697780,11501,760977,1219,226879,188804,4379,25656,204750,1047340,241427,418284,24111,41841,8343254,2039130000000.0,1573.885642,0.624,1.673244,0.0,1295600768.0,62,24,1610
3.6,5.43,45025,98764,37450,37961,50605,56352,38837,44105,66792,6986,445845,2289079,463048,559843,20753,180206,1152,674059,13571,801613,724,235067,195704,4298,22448,201060,1065412,247930,427616,24094,38167,8394566,2103590000000.0,1605.605445,0.542,1.71655,5.54,1310152392.0,62,25,1611
3.8,5.42,40773,105315,38673,33198,34592,53423,39190,41836,57316,7306,440225,2350151,439965,510525,21469,180170,822,650963,11398,833843,1533,242916,201902,3908,18625,199234,1078119,253011,434870,24301,34414,8383986,2294800000000.0,1732.554242,0.532,1.780779,0.0,1324517250.0,62,26,1612
1.2,2.62,18316,9809,2585,24409,3739,11381,2659,18251,74,268,125100,285751,87403,101675,407,6623,173,126918,111,98800,450,34236,22809,965,23110,49190,66641,59154,85907,2046,10994,1279954,116622000000.0,631.7828578,0.192,0.943374,0.0,184591897.0,63,1,1613
1.3,2.73,17432,10237,2715,23425,3032,11068,2688,17857,150,280,123350,294517,83561,100291,418,6749,2632,121095,110,102344,86,35409,23412,945,22138,49185,67974,60481,87620,1925,10641,1283767,128027000000.0,681.9383856,0.191,1.057596,0.0,187739786.0,63,2,1614
1.4,2.78,16722,10664,2854,22602,3229,10668,2723,17742,231,293,122167,303860,80639,98645,428,6869,134,115849,109,105995,27,36774,24052,923,21319,49140,69200,61787,89351,1900,10305,1287201,158007000000.0,827.9052662,0.191,1.121893,0.0,190851184.0,63,3,1615
1.5,4.37,16025,11101,2993,21797,2709,10206,2756,17734,333,306,120251,312544,77869,96941,437,6964,609,111085,109,109559,13,38085,24677,897,20518,48965,70252,62979,90948,1869,9951,1291482,176892000000.0,912.2032939,0.191,1.119996,0.0,193917458.0,63,4,1616
1.6,4.6,15296,11539,3138,21032,2801,9800,2785,17693,448,318,118083,321557,74956,95445,446,7055,230,106166,108,113315,104,39462,25314,877,19757,48801,71351,64200,92536,1843,9613,1296069,202132000000.0,1026.393436,0.191,1.122412,0.0,196934257.0,63,5,1617
1.7,4.86,14587,11965,3289,20200,2842,9492,2811,17512,574,330,115789,331193,72146,93434,455,7154,294,101048,108,117565,64,40887,26018,864,18933,48722,72581,65412,94020,1837,9267,1301393,227370000000.0,1137.410101,0.191,1.250134,0.0,199901231.0,63,6,1618
1.9,4.68,14036,12438,3467,20078,3171,9298,3207,17253,709,344,115176,342414,70257,91368,466,7283,21,96922,108,121912,182,42444,26855,861,18818,48986,74236,66559,95493,2182,8977,1315521,215749000000.0,1063.712376,0.199,1.3557,0.0,202826444.0,63,7,1619
2.0,5.46,13744,12868,3635,18823,2720,9240,2912,17126,851,357,116838,354220,69467,90221,479,7436,38,94441,110,126010,106,43955,27770,868,17564,49611,76195,67786,97113,1861,8804,1333169,95445547873.0,463.9481582,0.285,1.022226,0.0,205724597.0,63,8,1620
2.2,6.36,13254,13307,3801,18238,3405,8973,3617,16696,999,371,117608,366292,67942,88702,491,7566,106,91996,111,130040,1196,45487,28605,865,16975,50003,78156,69020,98675,1904,8643,1353044,140001000000.0,671.0986097,0.565,1.138328,0.0,208615171.0,63,9,1621
2.4,6.08,12754,13792,3970,17982,1125,8737,3474,16236,1155,387,117563,380554,65403,86128,505,7676,539,90092,114,134197,570,47437,29306,871,16685,50289,79733,70431,100417,1814,8419,1368355,165021000000.0,780.1902047,0.675,1.291914,0.5,211513822.0,63,10,1622
2.6,6.08,12514,14247,4117,18035,1047,8620,3485,15457,1322,403,117026,394941,63486,84493,516,7714,580,89040,117,137844,461,49303,29721,884,16686,50597,80882,71724,102057,1798,8177,1387294,160447000000.0,748.2576087,0.675,1.397163,0.0,214427419.0,63,11,1623
2.8,6.6,12168,14788,4291,18120,1236,8400,2971,14828,1514,423,116569,410020,61581,82916,529,7792,280,88060,120,141586,982,51325,30449,897,16719,49671,82569,73119,103910,1829,8006,1407668,195661000000.0,900.1775881,0.675,1.412072,0.0,217357790.0,63,12,1624
3.0,6.66,11761,15328,4473,18171,1096,8150,2905,14237,1748,443,115703,424879,59795,81317,541,7830,460,86467,122,145558,1105,53388,31235,905,16727,48224,84554,74530,105740,1752,7892,1427036,234772000000.0,1065.64852,0.675,1.526095,0.0,220309473.0,63,13,1625
3.2,7.3,11292,15853,4669,18205,2324,7884,2917,13378,2029,463,114201,440056,58097,78930,552,7859,166020,84928,124,149842,1084,55513,31985,913,16721,45345,86617,76033,107711,1731,7800,1611076,256837000000.0,1150.261367,0.689,1.52428,0.0,223285666.0,63,14,1626
3.4,7.94,10825,16343,4877,18167,1692,7616,2818,12586,2355,475,112034,455437,56576,76703,561,7844,1198,83441,124,154637,308,57761,32728,913,16650,44476,88816,77582,109735,1708,7716,1464702,285869000000.0,1263.287332,0.698,1.525266,0.48,226289468.0,63,15,1627
3.7,7.55,10394,16797,5076,17945,3208,7379,2769,11762,2686,478,110253,469704,55316,74642,568,7788,7342,81466,124,159526,19,60342,33682,902,16422,43609,91020,78813,111360,1684,7624,1490700,364571000000.0,1589.801489,0.698,1.495727,0.0,229318262.0,63,16,1628
3.9,8.06,10001,17364,5285,17906,2376,7087,2669,11225,2791,467,109058,484163,54227,72361,578,7725,694,79695,124,164406,37,63071,34407,896,16285,43361,93117,79592,112629,1671,7401,1502669,432217000000.0,1860.002811,0.7,1.653147,0.0,232374239.0,63,17,1629
4.2,7.21,9608,17867,5476,18472,2261,7051,2600,10617,2882,474,106904,500374,53221,70046,586,7704,132,77723,126,168946,7,67098,35225,940,16862,41950,93640,80826,113979,1636,6703,1521936,510229000000.0,2166.854231,0.702,1.539458,0.0,235469755.0,63,18,1630
4.5,6.11,9183,18357,5649,18940,3012,6946,2540,10075,3095,479,104609,514806,51750,67620,593,7691,1497,75605,126,173532,53,70947,35997,969,17355,40737,94419,81959,115272,1632,6235,1541680,539580000000.0,2261.247309,0.688,1.668002,0.0,238620554.0,63,19,1631
4.8,5.61,8637,18800,5819,19607,6125,6717,2458,9342,3499,486,101631,527322,50122,64440,596,7626,1294,72855,124,177788,16,74734,36670,979,18047,39308,95050,82784,116137,1574,5814,1556401,755094000000.0,3122.362673,0.683,1.850474,0.59,241834226.0,63,20,1632
5.1,5.15,8169,19291,6032,20020,6096,6520,2411,8622,4032,502,97484,540490,48806,60929,599,7631,129,70271,122,183379,74,79023,37234,991,18470,38161,96427,84078,117524,1548,5502,1570567,892969000000.0,3643.047176,0.683,2.042901,0.0,245115988.0,63,21,1633
5.4,4.47,8085,19831,6220,20320,3871,6301,2392,8160,4512,516,92813,558106,48017,57442,606,7523,107,68494,123,188339,16,82939,37317,974,18746,38001,96052,83990,118387,1549,5684,1585433,917870000000.0,3694.35934,0.683,2.06198,0.0,248451714.0,63,22,1634
5.8,4.34,7915,20365,6392,20669,1480,6102,2367,7634,4852,517,89584,573039,47309,54739,611,7474,173,66978,127,193469,43,87432,37624,985,19087,37777,95674,84230,119354,1544,5799,1601345,912524000000.0,3623.927241,0.677,1.930918,0.0,251805314.0,63,23,1635
6.2,4.05,7184,20922,6564,21152,2019,5878,2335,7012,5164,524,86953,587184,46493,51473,615,7399,243,65593,132,198139,32,91872,37822,990,19577,37338,95111,84378,120212,1528,5910,1617748,890815000000.0,3491.637491,0.663,1.904111,0.0,255128076.0,63,24,1636
6.5,4.51,6946,21485,6737,21526,979,5630,2311,6520,5316,542,83909,603096,46032,48419,617,7410,54,64578,136,202962,34,95843,38126,975,19855,36868,96559,83201,119335,1529,5912,1633442,860854000000.0,3331.695115,0.655,2.080918,0.6,258383257.0,63,25,1637
6.9,4.3,6469,22082,6970,21104,1077,5393,2296,6132,5340,549,82533,614602,45232,45203,626,7454,270,63106,135,209282,41,99125,39406,964,19428,36866,97605,84434,120717,1483,5825,1651749,931877000000.0,3562.816334,0.651,2.110564,0.0,261556386.0,63,26,1638
16.1,9.13,1200,1411,285,539,6,1059,962,643,8,141,1596,38305,7566,18257,24,854,20,2735,37,8247,1400,3833,3536,112,501,3989,2178,1542,2349,892,265,104492,407796349.7,22.79534531,0.081,2.531911,0.0,17889457.0,64,1,1639
16.4,8.91,1256,1450,299,581,6,1110,1401,685,9,163,1659,40159,7886,19290,25,941,0,2996,39,8613,1058,3977,3650,120,541,4305,2282,1611,2448,946,269,109775,553671957.7,30.08638701,0.081,3.203004,0.0,18402740.0,64,2,1640
16.7,8.89,1295,1481,311,613,6,1153,1239,710,11,183,1749,41724,8171,19744,27,1005,0,3249,41,8900,843,4092,3751,125,570,4510,2373,1659,2512,987,270,113304,1031944881.0,54.44157978,0.082,3.271684,0.0,18955087.0,64,3,1641
17.0,8.97,1298,1511,317,616,6,1183,1883,760,13,203,1813,42518,8172,19753,28,1070,0,3539,43,9112,817,4145,3796,130,573,4687,2427,1693,2550,1023,267,115946,3991349283.0,204.2723883,0.083,3.510912,0.0,19539348.0,64,4,1642
17.2,8.96,1300,1551,330,626,6,1208,1900,785,15,226,1840,44114,8142,19791,29,1128,0,3966,44,9413,692,4266,3895,134,583,4861,2514,1747,2613,1053,266,119038,12894029888.0,639.9231244,0.083,3.536389,0.0,20149342.0,64,5,1643
17.5,8.87,1327,1595,343,628,6,1262,1435,802,17,250,1854,45610,8221,19926,31,1174,0,4072,46,9738,489,4422,4010,140,583,5085,2595,1804,2683,1099,267,121514,10433698621.0,502.028676,0.085,3.201726,0.0,20783073.0,64,6,1644
17.9,8.77,1319,1640,357,600,6,1272,1687,810,20,275,1876,46952,8112,19821,32,1204,0,4087,47,10027,454,4559,4105,143,556,5236,2661,1844,2729,1123,260,123814,20764857056.0,968.5291421,0.146,3.048683,0.0,21439579.0,64,7,1645
18.2,8.76,1291,1678,369,553,6,1275,1445,800,23,299,1867,47827,7899,19534,33,1213,0,4037,49,10284,309,4675,4180,144,512,5339,2693,1862,2740,1137,250,124323,20617405044.0,932.3097306,0.146,3.127575,0.0,22114330.0,64,8,1646
18.5,8.75,1251,1719,380,500,5,1259,1496,784,27,324,1811,48535,7605,19081,34,1220,0,3945,49,10559,296,4800,4258,144,462,5384,2709,1872,2739,1139,238,124625,36881601584.0,1617.467894,0.146,3.009203,0.0,22802061.0,64,9,1647
18.9,8.73,1205,1764,394,454,5,1238,1695,766,31,346,1736,49257,7244,18576,35,1248,0,3746,46,10884,339,4906,4351,144,418,5429,2706,1879,2731,1138,225,124936,48364250944.0,2058.264401,0.145,2.91185,0.45,23497589.0,64,10,1648
19.3,8.81,1159,1823,410,412,5,1223,1715,745,35,364,1628,49984,6857,18081,36,1288,0,3230,42,11258,310,5007,4461,144,380,5507,2689,1887,2725,1135,214,124754,36176430129.0,1494.388802,0.146,3.325618,0.0,24208178.0,64,11,1649
19.7,8.85,1129,1885,426,377,5,1210,1962,728,40,380,1558,50980,6584,17557,37,1327,0,2845,40,11647,300,5152,4598,144,347,5559,2697,1906,2740,1135,207,125502,32928454672.0,1320.734706,0.146,3.287794,0.0,24931922.0,64,12,1650
20.2,8.82,1137,1941,442,363,4,1236,2252,726,45,395,1565,52634,6534,17390,38,1375,0,2668,39,12083,14835,5353,4792,148,334,5699,2759,1957,2805,1159,209,142917,21921569479.0,854.8252808,0.186,3.353875,0.0,25644503.0,64,13,1651
20.6,8.61,1102,1999,454,334,4,1211,2641,703,49,404,1510,53550,6233,16797,39,1391,0,2445,37,12434,16158,5549,4928,147,308,5669,2774,1987,2838,1150,203,145048,36627901762.0,1391.963489,0.211,4.078943,0.0,26313838.0,64,14,1652
21.1,8.71,1070,2041,462,319,4,1183,2793,688,52,406,1448,54237,5955,15928,39,1376,0,2279,36,12731,23172,5706,5039,144,294,5576,2782,2021,2874,1142,201,151998,49954890353.0,1855.522348,0.239,3.929248,0.44,26922279.0,64,15,1653
21.6,8.65,1025,2071,465,301,0,1149,3083,665,56,411,1364,54745,5612,15110,40,1371,20,2070,34,13051,39762,5832,5117,140,276,5472,2775,2057,2906,1106,198,168284,65140147197.0,2373.209448,0.406,3.389133,0.0,27448124.0,64,16,1654
22.2,8.65,978,2130,485,282,0,1118,3590,605,58,424,1303,56755,5297,14510,41,1392,0,2012,33,13553,37739,6063,5270,137,257,5471,2842,2136,3003,1093,196,168773,88837055195.0,3182.841351,0.436,2.134247,0.0,27911242.0,64,17,1655
22.7,8.48,934,2194,506,262,0,1085,3793,565,62,436,1259,58827,5001,13940,41,1403,5,1986,33,14437,15122,6301,5433,134,238,5451,2924,2229,3121,1075,195,148992,131614000000.0,4636.639325,0.437,3.141974,0.0,28385739.0,64,18,1656
23.2,8.39,893,2263,528,239,0,1068,4110,548,64,450,1235,60270,4728,13427,43,1515,2,1848,27,14879,8999,6366,5581,133,217,5537,2892,2291,3193,1070,180,144596,111658000000.0,3853.82862,0.435,3.399544,0.0,28973157.0,64,19,1657
23.8,8.25,851,2328,548,216,0,1064,4375,534,68,470,1190,61448,4439,12889,44,1626,0,1732,23,15789,7044,6438,5733,133,197,5633,2859,2359,3270,1097,166,144563,138517000000.0,4657.280269,0.416,3.520431,0.49,29741977.0,64,20,1658
24.4,8.12,810,2412,568,195,0,1033,4585,517,76,493,1139,62570,4172,12326,46,1735,6,1543,20,16756,6837,6572,5870,133,178,5749,2835,2414,3328,1058,154,146130,185750000000.0,6045.494567,0.413,4.177957,0.0,30725305.0,64,21,1659
25.0,7.96,700,2493,589,177,0,1015,4818,492,81,510,1089,63548,3937,11722,47,1841,5,1298,18,17908,8202,6697,5996,132,161,5832,2802,2431,3335,1051,142,149069,218002000000.0,6836.073995,0.41,4.537404,0.0,31890012.0,64,22,1660
25.6,9.26,666,2579,616,162,0,987,4902,470,84,525,1060,64463,3765,11093,48,1961,12,1087,16,19164,18796,6865,6184,131,147,5867,2780,2442,3338,1035,133,161378,234638000000.0,7076.552265,0.412,4.646069,0.0,33157061.0,64,23,1661
26.2,10.59,642,2676,643,149,0,994,5014,457,85,539,1067,65672,3633,10461,50,1987,0,949,15,20123,37209,7174,6430,133,135,5869,2803,2436,3320,1019,127,181811,228416000000.0,6637.684375,0.4,4.542074,0.0,34411949.0,64,24,1662
26.8,10.73,613,2763,663,138,0,957,4985,437,84,545,1059,67627,3497,9732,51,2015,58,836,15,20714,29814,7476,6619,131,124,5930,2847,2437,3313,1003,124,176607,166774000000.0,4688.318017,0.392,4.45509,0.37,35572269.0,64,25,1663
27.4,10.82,585,2872,688,127,0,926,5025,420,83,552,1040,69311,3391,9030,52,2032,0,752,92,21435,31752,7823,6824,130,114,5912,2905,2459,3331,1004,120,180787,166602000000.0,4550.658638,0.387,5.013467,0.0,36610632.0,64,26,1664
11.7,15.78,30,692,194,17,0,74,28,4,19,24,68,13724,1882,145,39,386,0,7,16,7388,3,442,418,14,5,481,2312,197,842,67,1,29519,49787501584.0,14087.20744,0.875,9.60804,0.0,3517704.0,65,1,1665
12.2,15.03,28,712,199,16,0,71,31,2,32,30,64,13649,1893,128,45,394,0,8,16,7467,0,450,423,14,5,462,2341,202,855,65,1,29603,55918538121.0,15714.38475,0.875,9.493149,0.0,3529847.0,65,2,1666
12.6,15.59,27,732,205,16,0,70,28,2,39,38,63,13685,1963,120,49,403,3,8,16,7539,0,454,432,15,5,454,2394,211,878,64,1,29914,52417477614.0,14657.06155,0.874,9.509086,0.0,3546929.0,65,3,1667
13.1,14.57,27,751,206,15,0,70,29,2,35,46,59,13461,2010,117,56,420,0,9,16,7488,4,434,435,15,5,448,2383,216,887,63,1,29708,57097656066.0,15902.92968,0.874,9.787736,0.0,3567918.0,65,4,1668
13.5,11.98,28,774,212,15,0,70,32,1,54,60,57,13531,2130,126,64,446,0,10,16,7602,1,439,447,16,5,461,2442,227,916,62,1,30245,69139823232.0,19158.45648,0.874,10.01625,0.0,3592180.0,65,5,1669
14.0,11.72,27,798,215,15,0,68,32,3,37,73,55,13288,2190,128,74,469,2,10,15,7591,1,438,452,17,5,465,2434,238,936,62,1,30139,75790786290.0,20835.89771,0.876,10.388715,0.0,3619633.0,65,6,1670
14.5,10.2,36,819,217,15,0,63,33,3,18,87,55,13042,2233,131,84,498,0,9,15,7647,0,434,449,16,6,464,2439,253,971,59,1,30097,82856648758.0,22551.11391,0.88,10.660271,0.0,3651096.0,65,7,1671
15.1,7.7,30,837,221,15,0,65,39,2,16,98,54,12805,2280,130,93,516,1,8,15,7725,1,440,453,14,7,456,2428,267,992,57,1,30066,90199410116.0,24294.85477,0.883,11.066229,0.0,3687821.0,65,8,1672
15.6,5.8,26,860,227,16,0,64,42,2,23,111,52,12692,2370,134,95,523,2,10,15,7869,1,452,460,14,8,445,2420,284,1028,58,1,30304,98893958263.0,26338.10775,0.883,11.408921,0.0,3731472.0,65,9,1673
16.2,4.32,36,882,229,16,0,65,42,2,5,119,52,12214,2307,132,97,539,1,11,15,7903,0,447,461,15,8,430,2308,298,1041,55,1,29731,100208000000.0,26334.56721,0.887,12.005762,15.13,3783095.0,65,10,1674
16.7,3.68,24,904,230,15,0,63,43,4,12,122,46,11553,2177,136,98,541,0,13,14,7856,0,438,454,16,8,404,2185,310,1031,52,1,28750,109347000000.0,28282.40988,0.887,12.433374,0.0,3842253.0,65,11,1675
17.3,4.22,24,931,233,15,0,62,47,4,11,127,44,11134,2087,127,94,535,0,15,12,7897,0,442,458,15,8,376,2117,314,1031,49,1,28210,128596000000.0,32705.43456,0.887,11.833214,0.0,3907995.0,65,12,1676
17.9,4.48,22,956,239,15,0,56,43,1,17,128,41,10683,1988,123,91,521,0,16,10,7960,0,446,461,13,8,340,2062,320,1025,44,1,27630,164671000000.0,41203.52958,0.886,11.540165,0.0,3980077.0,65,13,1677
18.4,4.49,20,987,244,15,0,57,36,1,13,137,39,10332,1876,114,92,529,0,18,9,8083,0,457,473,12,8,326,2014,333,1029,43,1,27298,194372000000.0,47754.20232,0.886,11.450226,0.0,4058131.0,65,14,1678
19.1,4.34,20,1026,251,14,0,56,30,3,8,153,37,9996,1781,105,97,533,2,21,9,8111,0,463,482,14,7,316,1976,343,1037,43,1,26935,211877000000.0,50933.02161,0.886,11.685046,14.2,4141218.0,65,15,1679
19.7,4.41,19,1069,261,13,0,56,46,2,4,166,38,9850,1709,104,100,538,0,23,9,8278,1,475,508,15,7,303,1968,363,1056,41,2,27024,232181000000.0,54329.16186,0.886,11.241284,0.0,4230619.0,65,16,1680
20.4,4.98,19,1105,267,13,0,56,53,3,15,175,38,9602,1571,102,104,545,0,30,8,8387,0,464,510,14,7,281,1962,375,1070,41,2,26819,270079000000.0,61396.41746,0.893,10.932603,0.0,4324649.0,65,17,1681
21.0,6.77,17,1144,275,13,0,57,50,4,18,187,36,9452,1505,112,105,565,0,34,7,8560,0,456,515,15,7,263,1960,388,1078,41,2,26866,275447000000.0,61353.10656,0.897,10.637711,0.0,4415871.0,65,18,1682
21.7,12.61,16,1186,285,12,0,57,57,5,16,198,35,9347,1456,108,103,593,0,37,7,8746,0,454,529,15,7,252,1995,398,1089,41,2,27046,236443000000.0,52133.09062,0.897,9.373613,0.0,4494572.0,65,19,1683
22.4,14.53,15,1225,288,11,0,51,49,5,13,189,33,8991,1369,112,102,557,0,39,7,8711,0,437,528,13,6,221,1964,383,1054,39,2,26414,221876000000.0,48655.36616,0.897,9.237005,12.07,4554330.0,65,20,1684
23.2,15.35,13,1284,307,10,0,53,40,4,13,196,32,9254,1377,106,96,565,2,42,7,9017,1,446,563,12,6,211,2078,397,1084,38,1,27255,238976000000.0,52177.11268,0.896,8.374161,0.0,4591115.0,65,21,1685
23.9,15.45,13,1334,322,10,0,53,43,4,12,188,31,9393,1383,103,94,540,0,45,6,9148,0,447,597,12,5,193,2151,401,1099,36,1,27664,225497000000.0,49026.02307,0.897,8.374792,0.0,4608199.0,65,22,1686
24.7,13.73,12,1374,335,9,0,51,36,3,12,186,29,9457,1385,103,90,510,0,49,6,9289,0,446,613,12,5,181,2213,394,1094,34,1,27929,238279000000.0,51533.03457,0.894,8.124453,0.0,4615426.0,65,23,1687
25.4,11.86,11,1417,345,9,0,51,36,2,9,181,28,9436,1407,98,88,490,1,53,6,9389,0,437,618,11,5,173,2258,384,1088,34,1,28066,258970000000.0,55599.8508,0.894,7.973103,0.0,4626852.0,65,24,1688
26.2,9.91,11,1472,361,9,0,50,30,2,10,180,27,9616,1475,95,89,464,2,54,6,9537,0,444,639,11,5,160,2337,386,1093,32,1,28598,291580000000.0,62012.48493,0.894,8.298335,12.47,4652420.0,65,25,1689
26.9,8.37,10,1521,369,9,0,47,31,2,10,180,28,9685,1527,85,91,446,0,51,6,9627,3,455,644,11,5,159,2366,381,1102,33,1,28885,298928000000.0,62861.63912,0.888,8.560508,0.0,4695790.0,65,26,1690
17.6,13.39,40,779,249,13,0,66,109,9,48,49,54,13112,718,496,57,409,5,38,9,7583,76,928,997,8,7,556,1390,430,989,38,15,29277,0.0,0.0,0.773,7.313339,0.0,4589305.0,66,1,1691
18.0,14.08,42,834,265,13,0,65,110,8,49,47,60,13653,718,499,55,442,0,41,10,8083,109,1049,1024,9,7,589,1438,462,1065,39,16,30801,0.0,0.0,0.763,8.284953,0.0,4752826.0,66,2,1692
18.4,12.74,48,885,273,13,0,61,131,6,66,43,64,13590,653,457,50,447,0,41,9,8383,89,1120,985,9,7,615,1427,466,1105,39,18,31100,0.0,0.0,0.761,8.485426,0.0,4929413.0,66,3,1693
18.7,9.93,41,945,285,14,0,59,134,8,38,38,71,13672,624,433,48,477,0,46,10,8781,177,1241,990,8,7,673,1420,489,1178,40,17,31964,0.0,0.0,0.77,8.879908,0.0,5105571.0,66,4,1694
19.1,8.78,38,1009,302,16,0,56,129,9,60,36,76,13702,666,423,46,512,0,50,11,9230,96,1448,1089,8,8,722,1423,542,1280,41,13,33041,100606000000.0,18143.4991,0.77,9.101651,0.0,5271368.0,66,5,1695
19.5,8.46,37,1055,310,18,0,51,144,10,31,38,78,13278,731,414,51,547,0,54,12,9528,206,1695,1113,8,10,758,1406,569,1328,41,8,33529,110181000000.0,19357.10935,0.769,9.253596,0.0,5424241.0,66,6,1696
19.8,9.75,44,1104,319,20,0,48,127,13,38,42,79,12905,786,415,54,581,17,61,13,9795,57,1976,1194,8,12,782,1413,596,1379,44,6,33928,114753000000.0,19663.03842,0.769,9.553021,0.0,5566551.0,66,7,1697
20.2,10.75,42,1161,332,24,0,44,123,11,38,50,78,12780,807,409,60,566,0,83,16,10099,25,2179,1304,8,15,777,1444,614,1417,43,5,34554,115999000000.0,19427.07799,0.769,9.542504,0.0,5699279.0,66,8,1698
20.5,11.18,42,1214,343,29,0,46,167,10,32,58,74,12324,824,406,71,549,2,110,17,10275,8,2377,1364,9,18,773,1498,640,1473,44,4,34801,117166000000.0,19129.19479,0.77,9.135009,0.0,5824944.0,66,9,1699
20.9,11.1,39,1268,352,30,0,48,206,8,31,75,70,11969,853,398,75,559,3,128,15,10437,119,2506,1485,8,20,794,1523,655,1487,46,3,35210,132456000000.0,21061.48228,0.771,9.730225,3.08,5945949.0,66,10,1700
21.2,11.81,38,1307,359,30,0,52,204,10,35,81,63,11574,839,379,78,568,2,142,14,10531,495,2557,1599,8,21,786,1510,652,1486,45,3,35468,130816000000.0,20316.24805,0.764,10.103198,0.0,6060679.0,66,11,1701
21.6,12.89,38,1357,372,31,0,52,229,7,29,85,59,11459,883,386,76,557,2,154,14,10730,1213,2578,1736,8,22,784,1532,662,1530,45,3,36633,121148000000.0,18439.64616,0.762,9.328964,0.0,6169311.0,66,12,1702
21.9,13.51,39,1412,384,33,0,49,222,5,33,80,53,11281,927,369,78,546,0,165,15,10875,625,2639,1780,8,24,757,1540,665,1551,44,3,36202,127047000000.0,18991.37985,0.759,9.637973,0.0,6278374.0,66,13,1703
22.3,13.03,36,1472,392,31,0,49,251,7,30,75,48,11024,966,333,76,534,0,171,14,10900,573,2569,1890,8,23,734,1538,657,1571,43,3,36018,135571000000.0,19910.61067,0.759,8.896204,0.0,6396511.0,66,14,1704
22.6,11.34,36,1548,408,31,0,49,249,6,33,66,45,11031,1037,315,74,543,0,181,14,11078,256,2540,1982,9,23,716,1573,666,1613,45,3,36170,142657000000.0,20585.13861,0.759,8.418692,2.7,6529470.0,66,15,1705
23.0,10.71,35,1602,418,32,0,49,238,10,32,60,41,10831,1080,305,68,532,0,195,15,11273,682,2481,2023,8,24,672,1577,660,1631,44,3,36621,154145000000.0,21853.14024,0.762,9.096643,0.0,6680641.0,66,16,1706
23.4,9.38,34,1672,437,36,0,49,196,8,50,58,39,10840,1164,293,66,534,0,219,16,11578,320,2487,2040,8,28,667,1605,661,1663,46,3,36817,179162000000.0,24952.54759,0.758,9.033354,0.0,6847148.0,66,17,1707
23.8,7.7,34,1747,443,41,0,50,187,8,36,54,35,10516,1206,293,62,535,0,242,18,11656,751,2412,2028,8,32,649,1588,645,1652,47,3,36978,216712000000.0,29650.77025,0.758,9.609155,0.0,7020832.0,66,18,1708
